Gender,Age,Height_cm,Weight_kg,BMI_Category,Goal,Body_Part,Exercise,Equipment,Reps,Sets,Intensity,Calories_Burned_30min,MuscleGain_kg_month
Female,26,188,49,Underweight,Muscle Gain,Back,Resistance Band Row,Bodyweight,13,4,Low,127,0.35
Female,21,171,48,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,13,3,Low,108,0.5
Female,48,153,80,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,11,5,High,211,0.16
Female,42,163,56,Normal,Maintenance,Back,Bird Dog,Bodyweight,11,5,Moderate,174,0.23
Female,20,176,57,Underweight,Muscle Gain,Glutes,Fire Hydrant,Bodyweight,10,4,Low,238,0.38
Male,54,155,106,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,13,3,High,133,0.14
Female,32,178,97,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,13,3,High,243,0.18
Male,31,187,92,Overweight,Fat Loss,Shoulders,Front Raise,Bodyweight,14,3,High,227,0.26
Female,47,151,109,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,10,5,High,213,0.14
Male,28,161,47,Underweight,Muscle Gain,Shoulders,Arm Circles,Bodyweight,11,3,Low,211,0.42
Male,43,181,78,Normal,Maintenance,Cardio,Jump Rope,Equipment,13,4,Moderate,117,0.15
Male,38,158,106,Obese,Fat Loss,Abs,Crunches,Bodyweight,14,5,High,169,0.27
Female,35,179,60,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,11,5,Moderate,188,0.28
Male,36,169,74,Overweight,Fat Loss,Shoulders,Arnold Press,Bodyweight,12,3,High,131,0.2
Male,31,160,90,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,14,3,High,119,0.22
Male,57,177,68,Normal,Maintenance,Back,Lat Pulldown,Machine,13,5,Moderate,165,0.28
Male,57,153,55,Normal,Maintenance,Glutes,Glute Bridge,Bodyweight,10,4,Moderate,224,0.24
Female,56,171,62,Normal,Maintenance,Arms,Triceps Pushdown,Cable,11,5,Moderate,194,0.27
Female,57,165,68,Normal,Maintenance,Legs,Bodyweight Squat,Bodyweight,11,5,Moderate,158,0.27
Male,50,189,50,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,13,5,Low,142,0.54
Female,23,181,80,Normal,Maintenance,Arms,Triceps Pushdown,Cable,13,3,Moderate,230,0.1
Male,42,153,107,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,11,4,High,102,0.17
Female,45,186,96,Overweight,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,15,3,High,112,0.14
Female,18,164,52,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,11,5,Moderate,178,0.27
Female,54,190,116,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,10,5,High,241,0.19
Male,30,180,87,Overweight,Fat Loss,Chest,Incline Push-Up,Bodyweight,11,5,High,114,0.24
Male,52,176,50,Underweight,Muscle Gain,Abs,Russian Twist,Bodyweight,10,3,Low,109,0.29
Male,33,189,73,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,15,4,Moderate,217,0.25
Female,54,175,93,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,12,4,High,240,0.16
Male,22,160,112,Obese,Fat Loss,Abs,Crunches,Bodyweight,13,3,High,196,0.22
Male,43,190,85,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,12,3,Moderate,178,0.25
Male,28,156,61,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,11,5,High,138,0.15
Male,44,173,95,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,5,High,141,0.23
Male,23,183,104,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,15,4,High,240,0.21
Female,20,167,104,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,10,3,High,215,0.27
Female,60,154,100,Obese,Fat Loss,Abs,Plank,Bodyweight,10,4,High,116,0.12
Male,21,175,87,Overweight,Fat Loss,Back,Bent-Over Row,Bodyweight,10,4,High,117,0.24
Male,53,181,78,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,11,3,Moderate,210,0.29
Male,29,160,94,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,14,4,High,103,0.23
Male,22,167,106,Obese,Fat Loss,Cardio,Jump Rope,Equipment,15,4,High,207,0.28
Male,33,159,91,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,14,5,High,101,0.29
Male,55,150,63,Overweight,Fat Loss,Back,Bent-Over Row,Bodyweight,11,4,High,133,0.19
Female,54,173,71,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,11,4,Moderate,177,0.17
Female,21,171,58,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,14,4,Moderate,197,0.15
Male,28,153,83,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,11,5,High,136,0.14
Male,42,184,103,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,14,3,High,113,0.25
Female,38,185,72,Normal,Maintenance,Cardio,Jump Rope,Equipment,13,5,Moderate,204,0.16
Female,45,150,54,Normal,Maintenance,Shoulders,Lateral Raise,Bodyweight,14,5,Moderate,157,0.21
Male,54,180,83,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,10,3,High,182,0.17
Male,58,161,102,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,12,5,High,127,0.23
Female,52,188,92,Overweight,Fat Loss,Arms,Overhead Extension,Dumbbell,11,4,High,174,0.14
Male,49,185,100,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,11,4,High,224,0.17
Female,57,179,102,Obese,Fat Loss,Back,Seated Cable Row,Machine,12,5,High,219,0.29
Female,52,187,64,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,11,4,Low,110,0.32
Male,60,167,81,Overweight,Fat Loss,Cardio,Jump Rope,Equipment,12,3,High,194,0.18
Male,39,176,45,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,15,5,Low,198,0.36
Male,39,170,78,Overweight,Fat Loss,Abs,Crunches,Bodyweight,10,5,High,202,0.15
Female,29,155,78,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,10,5,High,129,0.21
Male,22,170,102,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,15,5,High,186,0.27
Female,28,185,89,Overweight,Fat Loss,Legs,Leg Press,Machine,10,3,High,210,0.24
Male,53,164,94,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,13,3,High,213,0.1
Female,45,170,93,Obese,Fat Loss,Full Body,Burpees,Bodyweight,11,5,High,185,0.28
Female,48,157,119,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,15,3,High,181,0.3
Male,24,167,53,Normal,Maintenance,Abs,Dead Bug,Bodyweight,12,5,Moderate,106,0.21
Male,32,190,91,Overweight,Fat Loss,Abs,Crunches,Bodyweight,14,5,High,210,0.23
Male,40,169,54,Normal,Maintenance,Full Body,Burpees,Bodyweight,13,3,Moderate,212,0.18
Male,34,177,59,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,10,5,Moderate,130,0.19
Female,44,171,60,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,11,5,Moderate,177,0.21
Female,38,182,117,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,13,4,High,204,0.11
Female,39,157,111,Obese,Fat Loss,Abs,Plank,Bodyweight,10,4,High,163,0.21
Male,29,155,57,Normal,Maintenance,Cardio,Rowing,Cardio Machine,10,5,Moderate,230,0.15
Male,45,174,114,Obese,Fat Loss,Legs,Leg Press,Machine,12,4,High,207,0.28
Male,52,182,73,Normal,Maintenance,Legs,Leg Press,Machine,10,5,Moderate,198,0.23
Female,57,187,45,Underweight,Muscle Gain,Glutes,Glute Bridge,Bodyweight,10,4,Low,224,0.49
Male,18,163,106,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,11,5,High,119,0.29
Female,18,186,109,Obese,Fat Loss,Legs,Leg Press,Machine,10,5,High,132,0.23
Male,20,188,120,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,15,3,High,235,0.14
Female,46,158,77,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,11,3,High,144,0.12
Female,45,189,99,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,5,High,234,0.25
Male,18,175,76,Normal,Maintenance,Cardio,Jump Rope,Equipment,10,5,Moderate,132,0.22
Female,57,190,99,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,13,3,High,200,0.17
Male,30,186,110,Obese,Fat Loss,Back,Lat Pulldown,Machine,12,5,High,158,0.26
Female,34,169,117,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,14,3,High,199,0.15
Female,33,181,110,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,11,4,High,231,0.26
Female,28,182,45,Underweight,Muscle Gain,Chest,Incline Chest Press,Bodyweight,13,3,Low,100,0.58
Male,55,189,55,Underweight,Muscle Gain,Shoulders,Arnold Press,Bodyweight,13,5,Low,244,0.36
Male,29,161,108,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,12,4,High,171,0.11
Male,37,153,60,Overweight,Fat Loss,Abs,Crunches,Bodyweight,13,3,High,166,0.15
Female,18,186,60,Underweight,Muscle Gain,Chest,Incline Push-Up,Bodyweight,13,4,Low,247,0.41
Male,60,158,68,Overweight,Fat Loss,Back,Lat Pulldown,Machine,13,3,High,135,0.18
Female,33,176,71,Normal,Maintenance,Abs,Plank,Bodyweight,15,5,Moderate,130,0.18
Male,33,164,115,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,12,4,High,218,0.16
Female,58,173,50,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,14,5,Low,141,0.66
Male,25,153,99,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,12,3,High,191,0.19
Male,20,187,67,Normal,Maintenance,Legs,Leg Press,Machine,12,3,Moderate,122,0.22
Male,45,174,114,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,12,4,High,158,0.27
Female,25,150,109,Obese,Fat Loss,Chest,Chest Press Machine,Machine,11,5,High,221,0.29
Female,30,188,119,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,13,5,High,117,0.1
Male,58,155,60,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,13,3,Moderate,187,0.12
Male,47,174,59,Normal,Maintenance,Glutes,Fire Hydrant,Bodyweight,13,3,Moderate,169,0.14
Male,40,173,58,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,11,4,Moderate,214,0.2
Male,31,181,75,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,13,4,Moderate,172,0.12
Female,20,174,82,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,14,3,High,243,0.17
Female,26,189,47,Underweight,Muscle Gain,Chest,Chest Press Machine,Machine,15,3,Low,221,0.33
Male,38,162,107,Obese,Fat Loss,Legs,Step-Up,Bodyweight,14,5,High,110,0.12
Female,36,165,94,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,11,4,High,116,0.26
Male,47,188,100,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,12,3,High,250,0.13
Male,22,188,76,Normal,Maintenance,Back,Lat Pulldown,Machine,10,5,Moderate,184,0.16
Female,31,154,113,Obese,Fat Loss,Cardio,Jump Rope,Equipment,12,3,High,207,0.12
Female,27,175,103,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,14,3,High,173,0.19
Male,50,166,64,Normal,Maintenance,Chest,Incline Chest Press,Bodyweight,15,4,Moderate,125,0.16
Female,54,168,104,Obese,Fat Loss,Abs,Plank,Bodyweight,13,3,High,202,0.18
Male,34,186,94,Overweight,Fat Loss,Cardio,Jump Rope,Equipment,15,3,High,107,0.23
Female,24,186,49,Underweight,Muscle Gain,Full Body,Kettlebell Swings,Kettlebell,14,5,Low,130,0.6
Female,29,174,93,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,12,4,High,107,0.11
Female,40,183,110,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,11,5,High,198,0.27
Male,21,188,100,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,11,4,High,236,0.13
Male,37,156,85,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,11,5,High,115,0.26
Male,35,189,90,Overweight,Fat Loss,Abs,Plank,Bodyweight,13,5,High,189,0.11
Male,36,152,53,Normal,Maintenance,Abs,Crunches,Bodyweight,13,4,Moderate,190,0.3
Female,57,177,91,Overweight,Fat Loss,Arms,Overhead Extension,Dumbbell,15,3,High,171,0.22
Male,60,177,60,Normal,Maintenance,Shoulders,Arnold Press,Bodyweight,14,3,Moderate,132,0.13
Male,25,188,98,Overweight,Fat Loss,Back,Bird Dog,Bodyweight,13,4,High,244,0.27
Female,49,165,63,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,11,4,Moderate,210,0.28
Male,50,177,45,Underweight,Muscle Gain,Arms,Overhead Extension,Dumbbell,13,5,Low,229,0.27
Male,31,170,86,Overweight,Fat Loss,Back,Bird Dog,Bodyweight,11,4,High,163,0.28
Male,36,174,70,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,10,4,Moderate,140,0.12
Female,26,184,91,Overweight,Fat Loss,Chest,Incline Push-Up,Bodyweight,11,4,High,230,0.21
Male,58,157,74,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,15,5,High,213,0.23
Female,44,158,88,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,4,High,114,0.2
Female,31,164,111,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,10,5,High,233,0.19
Male,20,176,53,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,10,4,Low,185,0.78
Female,18,157,80,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,13,3,High,174,0.28
Male,50,182,114,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,15,5,High,217,0.27
Male,48,165,63,Normal,Maintenance,Full Body,Burpees,Bodyweight,12,5,Moderate,199,0.1
Female,18,176,83,Overweight,Fat Loss,Arms,Overhead Extension,Dumbbell,12,5,High,105,0.12
Female,48,175,48,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,14,3,Low,165,0.28
Male,20,172,90,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,10,4,High,129,0.28
Male,27,154,92,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,15,3,High,249,0.12
Female,52,152,45,Normal,Maintenance,Cardio,Cycling,Cardio Machine,13,4,Moderate,100,0.15
Female,42,186,70,Normal,Maintenance,Legs,Step-Up,Bodyweight,11,3,Moderate,104,0.27
Male,49,161,80,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,11,4,High,157,0.12
Male,31,161,59,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,15,3,Moderate,166,0.24
Male,29,177,90,Overweight,Fat Loss,Abs,Heel Touch,Bodyweight,15,3,High,164,0.28
Female,19,183,93,Overweight,Fat Loss,Abs,Dead Bug,Bodyweight,14,4,High,179,0.24
Male,60,186,91,Overweight,Fat Loss,Legs,Leg Press,Machine,12,4,High,218,0.18
Male,46,151,80,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,12,3,High,123,0.17
Female,60,164,75,Overweight,Fat Loss,Chest,Incline Push-Up,Bodyweight,14,4,High,240,0.23
Male,20,187,81,Normal,Maintenance,Chest,Chest Press Machine,Machine,14,3,Moderate,241,0.21
Male,32,155,86,Obese,Fat Loss,Chest,Chest Press Machine,Machine,13,4,High,102,0.28
Male,23,179,93,Overweight,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,10,3,High,210,0.3
Male,28,165,102,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,15,4,High,103,0.14
Female,32,165,97,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,15,5,High,124,0.28
Female,36,152,93,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,12,5,High,178,0.14
Female,41,151,62,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,14,3,High,137,0.26
Female,35,159,81,Obese,Fat Loss,Back,Lat Pulldown,Machine,13,5,High,116,0.29
Female,25,165,116,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,15,5,High,238,0.2
Male,60,172,56,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,14,5,Moderate,231,0.14
Female,35,165,70,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,12,3,High,113,0.19
Male,60,156,110,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,12,3,High,231,0.12
Female,48,188,63,Underweight,Muscle Gain,Chest,Chest Press Machine,Machine,12,4,Low,241,0.36
Female,34,184,57,Underweight,Muscle Gain,Abs,Plank,Bodyweight,14,5,Low,170,0.74
Male,37,151,54,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,13,3,Moderate,120,0.11
Female,43,188,51,Underweight,Muscle Gain,Arms,Triceps Pushdown,Cable,11,5,Low,149,0.45
Male,58,174,120,Obese,Fat Loss,Legs,Step-Up,Bodyweight,11,3,High,105,0.11
Female,50,174,105,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,3,High,105,0.28
Male,29,188,87,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,15,4,Moderate,190,0.23
Male,32,161,61,Normal,Maintenance,Back,Seated Cable Row,Machine,11,4,Moderate,149,0.28
Female,39,178,76,Normal,Maintenance,Legs,Leg Press,Machine,15,3,Moderate,182,0.2
Female,39,176,77,Normal,Maintenance,Chest,Chest Press Machine,Machine,10,5,Moderate,135,0.13
Female,35,181,104,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,14,3,High,170,0.1
Male,37,179,73,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,12,3,Moderate,237,0.23
Female,32,154,100,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,12,4,High,131,0.27
Female,40,159,47,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,12,5,Moderate,204,0.15
Male,40,163,51,Normal,Maintenance,Abs,Plank,Bodyweight,11,3,Moderate,200,0.24
Male,51,166,52,Normal,Maintenance,Back,Bird Dog,Bodyweight,13,3,Moderate,135,0.27
Female,28,182,96,Overweight,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,11,5,High,163,0.22
Female,41,175,78,Overweight,Fat Loss,Arms,Overhead Extension,Dumbbell,14,4,High,185,0.27
Male,26,189,111,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,13,3,High,198,0.22
Female,45,152,65,Overweight,Fat Loss,Abs,Crunches,Bodyweight,11,3,High,168,0.14
Female,37,166,78,Overweight,Fat Loss,Legs,Walking Lunges,Bodyweight,12,4,High,169,0.25
Female,60,170,81,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,10,4,High,160,0.25
Male,31,189,116,Obese,Fat Loss,Back,Seated Cable Row,Machine,10,3,High,146,0.17
Female,22,189,77,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,10,5,Moderate,152,0.13
Female,21,159,102,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,14,4,High,126,0.1
Male,43,167,98,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,15,4,High,224,0.13
Female,29,171,105,Obese,Fat Loss,Back,Bird Dog,Bodyweight,11,3,High,141,0.14
Female,33,187,113,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,12,4,High,164,0.23
Female,28,185,72,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,14,4,Moderate,130,0.15
Male,50,175,84,Overweight,Fat Loss,Back,Seated Cable Row,Machine,13,5,High,237,0.27
Female,29,153,53,Normal,Maintenance,Back,Bird Dog,Bodyweight,15,3,Moderate,112,0.21
Female,24,190,113,Obese,Fat Loss,Abs,Crunches,Bodyweight,11,5,High,222,0.25
Male,25,170,71,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,11,3,Moderate,100,0.11
Male,19,186,55,Underweight,Muscle Gain,Abs,Crunches,Bodyweight,10,5,Low,216,0.63
Female,39,189,74,Normal,Maintenance,Arms,Triceps Pushdown,Cable,10,5,Moderate,186,0.22
Male,36,164,90,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,11,5,High,177,0.14
Male,59,190,71,Normal,Maintenance,Chest,Chest Press Machine,Machine,12,5,Moderate,178,0.24
Female,44,190,111,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,15,5,High,207,0.23
Female,30,152,70,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,11,5,High,246,0.13
Female,34,182,52,Underweight,Muscle Gain,Glutes,Glute Bridge,Bodyweight,15,4,Low,196,0.73
Female,40,175,118,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,15,3,High,124,0.28
Male,21,165,88,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,10,4,High,193,0.28
Female,56,159,99,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,13,3,High,144,0.11
Female,49,150,85,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,13,3,High,183,0.23
Female,60,154,49,Normal,Maintenance,Chest,Chest Press Machine,Machine,10,4,Moderate,150,0.25
Male,27,181,116,Obese,Fat Loss,Chest,Chest Press Machine,Machine,12,5,High,248,0.19
Female,29,158,97,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,13,3,High,110,0.16
Male,46,189,103,Overweight,Fat Loss,Shoulders,Shoulder Press,Bodyweight,13,4,High,133,0.1
Male,48,164,102,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,11,5,High,233,0.11
Male,55,179,112,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,12,5,High,119,0.11
Male,33,169,84,Overweight,Fat Loss,Shoulders,Front Raise,Bodyweight,13,3,High,177,0.22
Male,31,174,94,Obese,Fat Loss,Full Body,Burpees,Bodyweight,11,4,High,141,0.14
Male,32,152,53,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,12,4,Moderate,247,0.11
Female,22,190,47,Underweight,Muscle Gain,Back,Seated Cable Row,Machine,14,3,Low,152,0.59
Male,25,167,48,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,12,3,Low,164,0.7
Female,46,157,76,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,12,4,High,108,0.23
Female,47,167,79,Overweight,Fat Loss,Back,Lat Pulldown,Machine,15,3,High,127,0.28
Female,31,186,76,Normal,Maintenance,Shoulders,Arnold Press,Bodyweight,14,5,Moderate,218,0.16
Male,54,189,79,Normal,Maintenance,Cardio,Cycling,Cardio Machine,12,5,Moderate,239,0.11
Female,41,161,70,Overweight,Fat Loss,Glutes,Glute Bridge,Bodyweight,13,5,High,180,0.23
Female,60,181,89,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,11,3,High,193,0.3
Female,33,189,56,Underweight,Muscle Gain,Cardio,Jump Rope,Equipment,14,5,Low,142,0.5
Male,31,165,114,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,3,High,186,0.18
Male,20,162,120,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,10,3,High,237,0.11
Male,28,154,81,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,13,5,High,220,0.28
Male,25,153,100,Obese,Fat Loss,Back,Seated Cable Row,Machine,15,5,High,235,0.23
Male,46,171,93,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,13,3,High,245,0.23
Female,58,163,51,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,10,4,Moderate,238,0.13
Male,52,185,59,Underweight,Muscle Gain,Glutes,Fire Hydrant,Bodyweight,15,4,Low,191,0.65
Female,25,173,45,Underweight,Muscle Gain,Full Body,Jump Squats,Bodyweight,12,5,Low,162,0.52
Female,30,162,113,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,15,4,High,233,0.12
Male,35,185,83,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,15,5,Moderate,235,0.21
Male,52,163,93,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,12,5,High,165,0.15
Male,19,154,87,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,11,4,High,189,0.24
Female,37,154,53,Normal,Maintenance,Abs,Dead Bug,Bodyweight,13,4,Moderate,155,0.19
Female,29,177,48,Underweight,Muscle Gain,Chest,Incline Chest Press,Bodyweight,15,3,Low,102,0.79
Male,32,189,119,Obese,Fat Loss,Cardio,Jump Rope,Equipment,11,4,High,175,0.21
Female,48,168,110,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,13,3,High,180,0.16
Female,43,173,87,Overweight,Fat Loss,Legs,Bodyweight Squat,Bodyweight,15,4,High,200,0.29
Female,27,173,91,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,12,5,High,100,0.17
Female,25,178,67,Normal,Maintenance,Cardio,Treadmill Walk (Incline),Cardio Machine,13,3,Moderate,229,0.29
Female,24,163,53,Normal,Maintenance,Chest,Push-Up,Bodyweight,11,5,Moderate,113,0.11
Male,38,165,116,Obese,Fat Loss,Cardio,Jump Rope,Equipment,14,3,High,120,0.18
Female,21,181,114,Obese,Fat Loss,Cardio,Jump Rope,Equipment,12,4,High,213,0.29
Female,31,157,76,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,12,3,High,207,0.25
Male,60,155,76,Obese,Fat Loss,Cardio,Jump Rope,Equipment,14,5,High,242,0.28
Male,43,158,95,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,3,High,201,0.16
Female,50,152,69,Overweight,Fat Loss,Full Body,Jumping Jacks,Bodyweight,10,3,High,135,0.13
Male,25,165,48,Underweight,Muscle Gain,Abs,Plank,Bodyweight,14,5,Low,110,0.66
Male,57,161,99,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,15,3,High,150,0.25
Female,28,168,84,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,15,5,High,138,0.23
Male,26,160,86,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,13,4,High,185,0.28
Male,31,160,58,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,14,3,Moderate,167,0.14
Female,43,166,107,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,11,5,High,205,0.28
Female,33,167,69,Normal,Maintenance,Chest,Chest Press Machine,Machine,15,5,Moderate,187,0.16
Male,53,152,72,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,10,3,High,164,0.25
Female,55,163,104,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,13,3,High,155,0.11
Female,25,150,75,Obese,Fat Loss,Legs,Step-Up,Bodyweight,10,5,High,120,0.25
Female,52,159,67,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,15,3,High,209,0.13
Male,24,180,109,Obese,Fat Loss,Chest,Push-Up,Bodyweight,10,5,High,203,0.11
Male,34,179,109,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,13,5,High,234,0.12
Male,27,183,89,Overweight,Fat Loss,Glutes,Cable Kickback,Bodyweight,13,4,High,189,0.17
Male,41,163,82,Obese,Fat Loss,Legs,Step-Up,Bodyweight,15,3,High,123,0.25
